organism,contig,position
411477.PRJNA18193,411477.PRJNA18193.DS264500,2830371
411477.PRJNA18193,411477.PRJNA18193.DS264472,2830862
411477.PRJNA18193,411477.PRJNA18193.DS264477,2836224
411477.PRJNA18193,411477.PRJNA18193.DS264476,2838177
411477.PRJNA18193,411477.PRJNA18193.DS264475,3006091
411477.PRJNA18193,411477.PRJNA18193.DS264474,3289276
411477.PRJNA18193,411477.PRJNA18193.DS264479,3291837
411477.PRJNA18193,411477.PRJNA18193.DS264478,3292575
411477.PRJNA18193,411477.PRJNA18193.DS264499,3293255
411477.PRJNA18193,411477.PRJNA18193.DS264498,3293379
411477.PRJNA18193,411477.PRJNA18193.DS264495,3294249
411477.PRJNA18193,411477.PRJNA18193.DS264494,3295218
411477.PRJNA18193,411477.PRJNA18193.DS264497,3418484
411477.PRJNA18193,411477.PRJNA18193.DS264496,3419254
411477.PRJNA18193,411477.PRJNA18193.DS264491,3420067
411477.PRJNA18193,411477.PRJNA18193.DS264490,3420722
411477.PRJNA18193,411477.PRJNA18193.DS264493,3421383
411477.PRJNA18193,411477.PRJNA18193.DS264492,3422198
411477.PRJNA18193,411477.PRJNA18193.DS264518,3585591
411477.PRJNA18193,411477.PRJNA18193.DS264519,3887278
411477.PRJNA18193,411477.PRJNA18193.DS264510,3914684
411477.PRJNA18193,411477.PRJNA18193.DS264511,3915609
411477.PRJNA18193,411477.PRJNA18193.DS264512,3916401
411477.PRJNA18193,411477.PRJNA18193.DS264513,3917243
411477.PRJNA18193,411477.PRJNA18193.DS264514,3918073
411477.PRJNA18193,411477.PRJNA18193.DS264515,3918836
411477.PRJNA18193,411477.PRJNA18193.DS264516,3919491
411477.PRJNA18193,411477.PRJNA18193.DS264517,3920354
411477.PRJNA18193,411477.PRJNA18193.DS264468,3953122
411477.PRJNA18193,411477.PRJNA18193.DS264464,3955085
411477.PRJNA18193,411477.PRJNA18193.DS264465,3957360
411477.PRJNA18193,411477.PRJNA18193.DS264466,4011663
411477.PRJNA18193,411477.PRJNA18193.DS264460,4013520
411477.PRJNA18193,411477.PRJNA18193.DS264461,4091787
411477.PRJNA18193,411477.PRJNA18193.DS264462,4425281
411477.PRJNA18193,411477.PRJNA18193.DS264463,4428268
411479.PRJNA18195,411479.PRJNA18195.DS362227,0
411479.PRJNA18195,411479.PRJNA18195.DS362226,3561
411479.PRJNA18195,411479.PRJNA18195.DS362225,5805
411479.PRJNA18195,411479.PRJNA18195.DS362224,23942
411479.PRJNA18195,411479.PRJNA18195.DS362223,31034
411479.PRJNA18195,411479.PRJNA18195.DS362222,129955
411479.PRJNA18195,411479.PRJNA18195.DS362221,133656
411479.PRJNA18195,411479.PRJNA18195.DS362220,142800
411479.PRJNA18195,411479.PRJNA18195.DS362229,547963
411479.PRJNA18195,411479.PRJNA18195.DS362228,575211
411479.PRJNA18195,411479.PRJNA18195.DS362230,588502
411479.PRJNA18195,411479.PRJNA18195.DS362231,603898
411479.PRJNA18195,411479.PRJNA18195.DS362232,647281
411479.PRJNA18195,411479.PRJNA18195.DS362233,720071
411479.PRJNA18195,411479.PRJNA18195.DS362234,796964
411479.PRJNA18195,411479.PRJNA18195.DS362235,905718
411479.PRJNA18195,411479.PRJNA18195.DS362236,984544
411479.PRJNA18195,411479.PRJNA18195.DS362238,1073927
411479.PRJNA18195,411479.PRJNA18195.DS362239,1206861
411479.PRJNA18195,411479.PRJNA18195.DS362218,1426382
411479.PRJNA18195,411479.PRJNA18195.DS362219,1432032
411479.PRJNA18195,411479.PRJNA18195.DS362217,1434578
411479.PRJNA18195,411479.PRJNA18195.DS362237,1436952
411479.PRJNA18195,411479.PRJNA18195.DS362244,1530977
411479.PRJNA18195,411479.PRJNA18195.DS362241,1818776
411479.PRJNA18195,411479.PRJNA18195.DS362240,2028969
411479.PRJNA18195,411479.PRJNA18195.DS362243,2253618
411479.PRJNA18195,411479.PRJNA18195.DS362242,2500854
411479.PRJNA18195,411479.PRJNA18195.DS362245,2732685
411479.PRJNA18195,411479.PRJNA18195.DS362247,3008082
411479.PRJNA18195,411479.PRJNA18195.DS362246,3410066
411479.PRJNA18195,411479.PRJNA18195.DS362249,3718524
411479.PRJNA18195,411479.PRJNA18195.DS362248,4231779
411489.PRJNA18211,411489.PRJNA18211.DS480312,0
411489.PRJNA18211,411489.PRJNA18211.DS480313,577624
411489.PRJNA18211,411489.PRJNA18211.DS480316,640111
411489.PRJNA18211,411489.PRJNA18211.DS480318,963778
411489.PRJNA18211,411489.PRJNA18211.DS480319,1284867
411489.PRJNA18211,411489.PRJNA18211.DS480326,1358119
411489.PRJNA18211,411489.PRJNA18211.DS480329,1514338
411489.PRJNA18211,411489.PRJNA18211.DS480328,1613925
411489.PRJNA18211,411489.PRJNA18211.DS480321,1725236
411489.PRJNA18211,411489.PRJNA18211.DS480320,1898384
411489.PRJNA18211,411489.PRJNA18211.DS480327,1949404
411489.PRJNA18211,411489.PRJNA18211.DS480325,2009199
411489.PRJNA18211,411489.PRJNA18211.DS480324,2217757
411489.PRJNA18211,411489.PRJNA18211.DS480311,2365379
411489.PRJNA18211,411489.PRJNA18211.DS480323,2405851
411489.PRJNA18211,411489.PRJNA18211.DS480322,2551466
411489.PRJNA18211,411489.PRJNA18211.DS480330,2748614
411489.PRJNA18211,411489.PRJNA18211.DS480317,2793812
411489.PRJNA18211,411489.PRJNA18211.DS480314,2949211
411489.PRJNA18211,411489.PRJNA18211.DS480315,2952341
411901.PRJNA18163,411901.PRJNA18163.AAVM02000003,0
411901.PRJNA18163,411901.PRJNA18163.AAVM02000002,500031
411901.PRJNA18163,411901.PRJNA18163.AAVM02000001,1010163
411901.PRJNA18163,411901.PRJNA18163.AAVM02000007,2339331
411901.PRJNA18163,411901.PRJNA18163.AAVM02000006,2612853
411901.PRJNA18163,411901.PRJNA18163.AAVM02000005,2932466
411901.PRJNA18163,411901.PRJNA18163.AAVM02000004,3301993
411901.PRJNA18163,411901.PRJNA18163.AAVM02000009,3733876
411901.PRJNA18163,411901.PRJNA18163.AAVM02000008,3865787
411901.PRJNA18163,411901.PRJNA18163.AAVM02000014,4137037
411901.PRJNA18163,411901.PRJNA18163.AAVM02000015,4172914
411901.PRJNA18163,411901.PRJNA18163.AAVM02000016,4193811
411901.PRJNA18163,411901.PRJNA18163.AAVM02000017,4206810
411901.PRJNA18163,411901.PRJNA18163.AAVM02000010,4217864
411901.PRJNA18163,411901.PRJNA18163.AAVM02000011,4346900
411901.PRJNA18163,411901.PRJNA18163.AAVM02000012,4454127
411901.PRJNA18163,411901.PRJNA18163.AAVM02000013,4497735
411901.PRJNA18163,411901.PRJNA18163.AAVM02000019,4541206
411901.PRJNA18163,411901.PRJNA18163.AAVM02000021,4548714
411901.PRJNA18163,411901.PRJNA18163.AAVM02000020,4550144
411901.PRJNA18163,411901.PRJNA18163.AAVM02000018,4553778
420247.PRJNA18653,420247.PRJNA18653.CP000678,0
435591.PRJNA13485,435591.PRJNA13485.CP000140,0
445970.PRJNA19655,445970.PRJNA19655.DS499579,0
445970.PRJNA19655,445970.PRJNA19655.DS499578,626692
445970.PRJNA19655,445970.PRJNA19655.DS499571,630545
445970.PRJNA19655,445970.PRJNA19655.DS499570,631584
445970.PRJNA19655,445970.PRJNA19655.DS499573,633333
445970.PRJNA19655,445970.PRJNA19655.DS499572,635891
445970.PRJNA19655,445970.PRJNA19655.DS499575,638667
445970.PRJNA19655,445970.PRJNA19655.DS499577,640186
445970.PRJNA19655,445970.PRJNA19655.DS499576,1837827
445970.PRJNA19655,445970.PRJNA19655.DS499574,1841471
445970.PRJNA19655,445970.PRJNA19655.DS499580,1843422
445970.PRJNA19655,445970.PRJNA19655.DS499581,2323064
470145.PRJNA20521,470145.PRJNA20521.DS981470,0
470145.PRJNA20521,470145.PRJNA20521.DS981471,91257
470145.PRJNA20521,470145.PRJNA20521.DS981472,107436
470145.PRJNA20521,470145.PRJNA20521.DS981475,120292
470145.PRJNA20521,470145.PRJNA20521.DS981431,130003
470145.PRJNA20521,470145.PRJNA20521.DS981467,154284
470145.PRJNA20521,470145.PRJNA20521.DS981466,156808
470145.PRJNA20521,470145.PRJNA20521.DS981464,189512
470145.PRJNA20521,470145.PRJNA20521.DS981463,251887
470145.PRJNA20521,470145.PRJNA20521.DS981510,252498
470145.PRJNA20521,470145.PRJNA20521.DS981449,322293
470145.PRJNA20521,470145.PRJNA20521.DS981448,324396
470145.PRJNA20521,470145.PRJNA20521.DS981459,330671
470145.PRJNA20521,470145.PRJNA20521.DS981456,386325
470145.PRJNA20521,470145.PRJNA20521.DS981452,392556
470145.PRJNA20521,470145.PRJNA20521.DS981447,447030
470145.PRJNA20521,470145.PRJNA20521.DS981441,468588
470145.PRJNA20521,470145.PRJNA20521.DS981465,573258
470145.PRJNA20521,470145.PRJNA20521.DS981462,632491
470145.PRJNA20521,470145.PRJNA20521.DS981461,731642
470145.PRJNA20521,470145.PRJNA20521.DS981460,810619
470145.PRJNA20521,470145.PRJNA20521.DS981469,1006706
470145.PRJNA20521,470145.PRJNA20521.DS981468,1025821
470145.PRJNA20521,470145.PRJNA20521.DS981501,1064547
470145.PRJNA20521,470145.PRJNA20521.DS981503,1072218
470145.PRJNA20521,470145.PRJNA20521.DS981505,1115223
470145.PRJNA20521,470145.PRJNA20521.DS981445,1302256
470145.PRJNA20521,470145.PRJNA20521.DS981444,1306846
470145.PRJNA20521,470145.PRJNA20521.DS981427,1309425
470145.PRJNA20521,470145.PRJNA20521.DS981515,1312209
470145.PRJNA20521,470145.PRJNA20521.DS981513,1315799
470145.PRJNA20521,470145.PRJNA20521.DS981511,1331859
470145.PRJNA20521,470145.PRJNA20521.DS981478,1375607
470145.PRJNA20521,470145.PRJNA20521.DS981479,1434405
470145.PRJNA20521,470145.PRJNA20521.DS981457,1502308
470145.PRJNA20521,470145.PRJNA20521.DS981455,1783424
470145.PRJNA20521,470145.PRJNA20521.DS981453,1786196
470145.PRJNA20521,470145.PRJNA20521.DS981458,1838516
470145.PRJNA20521,470145.PRJNA20521.DS981507,1903476
470145.PRJNA20521,470145.PRJNA20521.DS981514,2012658
470145.PRJNA20521,470145.PRJNA20521.DS981512,2022692
470145.PRJNA20521,470145.PRJNA20521.DS981489,2166885
470145.PRJNA20521,470145.PRJNA20521.DS981488,2173190
470145.PRJNA20521,470145.PRJNA20521.DS981481,2193544
470145.PRJNA20521,470145.PRJNA20521.DS981483,2217769
470145.PRJNA20521,470145.PRJNA20521.DS981482,2266464
470145.PRJNA20521,470145.PRJNA20521.DS981485,2285470
470145.PRJNA20521,470145.PRJNA20521.DS981484,2387334
470145.PRJNA20521,470145.PRJNA20521.DS981487,2493687
470145.PRJNA20521,470145.PRJNA20521.DS981486,2544321
470145.PRJNA20521,470145.PRJNA20521.DS981474,2624463
470145.PRJNA20521,470145.PRJNA20521.DS981473,2654688
470145.PRJNA20521,470145.PRJNA20521.DS981476,2697766
470145.PRJNA20521,470145.PRJNA20521.DS981477,2728393
470145.PRJNA20521,470145.PRJNA20521.DS981429,2760500
470145.PRJNA20521,470145.PRJNA20521.DS981428,2762887
470145.PRJNA20521,470145.PRJNA20521.DS981446,2864322
470145.PRJNA20521,470145.PRJNA20521.DS981440,2874106
470145.PRJNA20521,470145.PRJNA20521.DS981443,2875958
470145.PRJNA20521,470145.PRJNA20521.DS981442,2878723
470145.PRJNA20521,470145.PRJNA20521.DS981498,2882003
470145.PRJNA20521,470145.PRJNA20521.DS981499,2924664
470145.PRJNA20521,470145.PRJNA20521.DS981492,2941678
470145.PRJNA20521,470145.PRJNA20521.DS981493,2970938
470145.PRJNA20521,470145.PRJNA20521.DS981490,3029766
470145.PRJNA20521,470145.PRJNA20521.DS981491,3186795
470145.PRJNA20521,470145.PRJNA20521.DS981496,3219556
470145.PRJNA20521,470145.PRJNA20521.DS981497,3290070
470145.PRJNA20521,470145.PRJNA20521.DS981494,3352766
470145.PRJNA20521,470145.PRJNA20521.DS981495,3374788
470145.PRJNA20521,470145.PRJNA20521.DS981454,3496399
470145.PRJNA20521,470145.PRJNA20521.DS981450,3516656
470145.PRJNA20521,470145.PRJNA20521.DS981451,3624303
470145.PRJNA20521,470145.PRJNA20521.DS981438,3670246
470145.PRJNA20521,470145.PRJNA20521.DS981439,3672531
470145.PRJNA20521,470145.PRJNA20521.DS981508,3756772
470145.PRJNA20521,470145.PRJNA20521.DS981509,3765530
470145.PRJNA20521,470145.PRJNA20521.DS981516,3950921
470145.PRJNA20521,470145.PRJNA20521.DS981437,3955618
470145.PRJNA20521,470145.PRJNA20521.DS981434,3957759
470145.PRJNA20521,470145.PRJNA20521.DS981435,3959532
470145.PRJNA20521,470145.PRJNA20521.DS981436,3962354
470145.PRJNA20521,470145.PRJNA20521.DS981430,3977998
470145.PRJNA20521,470145.PRJNA20521.DS981432,4070373
470145.PRJNA20521,470145.PRJNA20521.DS981433,4170338
470145.PRJNA20521,470145.PRJNA20521.DS981480,4175470
470145.PRJNA20521,470145.PRJNA20521.DS981500,4194313
470145.PRJNA20521,470145.PRJNA20521.DS981502,4205873
470145.PRJNA20521,470145.PRJNA20521.DS981504,4245927
470145.PRJNA20521,470145.PRJNA20521.DS981506,4271446
470146.PRJNA20525,470146.PRJNA20525.GG662007,0
470146.PRJNA20525,470146.PRJNA20525.GG662017,847455
470146.PRJNA20525,470146.PRJNA20525.GG662005,848331
470146.PRJNA20525,470146.PRJNA20525.GG662011,851129
470146.PRJNA20525,470146.PRJNA20525.GG662012,955940
470146.PRJNA20525,470146.PRJNA20525.GG662013,1263837
470146.PRJNA20525,470146.PRJNA20525.GG662014,1518949
470146.PRJNA20525,470146.PRJNA20525.GG662010,2410514
470146.PRJNA20525,470146.PRJNA20525.GG662016,2646311
470146.PRJNA20525,470146.PRJNA20525.GG662015,2646960
470146.PRJNA20525,470146.PRJNA20525.GG662006,2647489
470146.PRJNA20525,470146.PRJNA20525.GG662009,2897675
470146.PRJNA20525,470146.PRJNA20525.GG662008,2937352
471875.PRJNA20557,471875.PRJNA20557.DS990168,0
471875.PRJNA20557,471875.PRJNA20557.DS990164,7899
471875.PRJNA20557,471875.PRJNA20557.DS990165,9561
471875.PRJNA20557,471875.PRJNA20557.DS990163,10687
471875.PRJNA20557,471875.PRJNA20557.DS990191,183477
471875.PRJNA20557,471875.PRJNA20557.DS990190,380467
471875.PRJNA20557,471875.PRJNA20557.DS990197,413681
471875.PRJNA20557,471875.PRJNA20557.DS990196,428945
471875.PRJNA20557,471875.PRJNA20557.DS990195,459527
471875.PRJNA20557,471875.PRJNA20557.DS990194,520040
471875.PRJNA20557,471875.PRJNA20557.DS990199,611752
471875.PRJNA20557,471875.PRJNA20557.DS990198,666901
471875.PRJNA20557,471875.PRJNA20557.DS990175,750942
471875.PRJNA20557,471875.PRJNA20557.DS990174,790982
471875.PRJNA20557,471875.PRJNA20557.DS990177,870192
471875.PRJNA20557,471875.PRJNA20557.DS990176,898597
471875.PRJNA20557,471875.PRJNA20557.DS990188,938115
471875.PRJNA20557,471875.PRJNA20557.DS990184,947569
471875.PRJNA20557,471875.PRJNA20557.DS990185,964673
471875.PRJNA20557,471875.PRJNA20557.DS990186,1011565
471875.PRJNA20557,471875.PRJNA20557.DS990187,1066854
471875.PRJNA20557,471875.PRJNA20557.DS990180,1127898
471875.PRJNA20557,471875.PRJNA20557.DS990181,1135742
471875.PRJNA20557,471875.PRJNA20557.DS990193,1309278
471875.PRJNA20557,471875.PRJNA20557.DS990192,1375125
471875.PRJNA20557,471875.PRJNA20557.DS990179,1506763
471875.PRJNA20557,471875.PRJNA20557.DS990178,1582541
471875.PRJNA20557,471875.PRJNA20557.DS990171,1598516
471875.PRJNA20557,471875.PRJNA20557.DS990170,1608297
471875.PRJNA20557,471875.PRJNA20557.DS990173,1901099
471875.PRJNA20557,471875.PRJNA20557.DS990172,1958494
471875.PRJNA20557,471875.PRJNA20557.DS990169,1960891
471875.PRJNA20557,471875.PRJNA20557.DS990166,2041665
471875.PRJNA20557,471875.PRJNA20557.DS990167,2043484
471875.PRJNA20557,471875.PRJNA20557.DS990209,2104859
471875.PRJNA20557,471875.PRJNA20557.DS990208,2109348
471875.PRJNA20557,471875.PRJNA20557.DS990207,2114361
471875.PRJNA20557,471875.PRJNA20557.DS990206,2120162
471875.PRJNA20557,471875.PRJNA20557.DS990205,2128484
471875.PRJNA20557,471875.PRJNA20557.DS990204,2133272
471875.PRJNA20557,471875.PRJNA20557.DS990203,2154432
471875.PRJNA20557,471875.PRJNA20557.DS990202,2207861
471875.PRJNA20557,471875.PRJNA20557.DS990201,2376951
471875.PRJNA20557,471875.PRJNA20557.DS990200,2569875
471875.PRJNA20557,471875.PRJNA20557.DS990189,2643355
471875.PRJNA20557,471875.PRJNA20557.DS990182,2673102
471875.PRJNA20557,471875.PRJNA20557.DS990183,2711435
511680.PRJNA28999,511680.PRJNA28999.GG663506,0
511680.PRJNA28999,511680.PRJNA28999.GG663522,1179
511680.PRJNA28999,511680.PRJNA28999.GG663504,254326
511680.PRJNA28999,511680.PRJNA28999.GG663524,255397
511680.PRJNA28999,511680.PRJNA28999.GG663507,1372845
511680.PRJNA28999,511680.PRJNA28999.GG663509,1373546
511680.PRJNA28999,511680.PRJNA28999.GG663508,1374319
511680.PRJNA28999,511680.PRJNA28999.GG663518,1375969
511680.PRJNA28999,511680.PRJNA28999.GG663519,1376667
511680.PRJNA28999,511680.PRJNA28999.GG663514,1776250
511680.PRJNA28999,511680.PRJNA28999.GG663515,1781924
511680.PRJNA28999,511680.PRJNA28999.GG663516,1782466
511680.PRJNA28999,511680.PRJNA28999.GG663517,1785467
511680.PRJNA28999,511680.PRJNA28999.GG663510,1786627
511680.PRJNA28999,511680.PRJNA28999.GG663511,1787426
511680.PRJNA28999,511680.PRJNA28999.GG663512,1788503
511680.PRJNA28999,511680.PRJNA28999.GG663513,1793161
511680.PRJNA28999,511680.PRJNA28999.GG663505,1794280
511680.PRJNA28999,511680.PRJNA28999.GG663529,1796063
511680.PRJNA28999,511680.PRJNA28999.GG663528,1796997
511680.PRJNA28999,511680.PRJNA28999.GG663521,1797997
511680.PRJNA28999,511680.PRJNA28999.GG663520,1970239
511680.PRJNA28999,511680.PRJNA28999.GG663523,2275994
511680.PRJNA28999,511680.PRJNA28999.GG663525,2382467
511680.PRJNA28999,511680.PRJNA28999.GG663527,2443463
511680.PRJNA28999,511680.PRJNA28999.GG663526,2444814
511680.PRJNA28999,511680.PRJNA28999.GG663532,2492117
511680.PRJNA28999,511680.PRJNA28999.GG663533,2492866
511680.PRJNA28999,511680.PRJNA28999.GG663530,2493426
511680.PRJNA28999,511680.PRJNA28999.GG663531,2494388
511680.PRJNA28999,511680.PRJNA28999.GG663534,2495417
515620.PRJNA29073,515620.PRJNA29073.CP001104,0
518637.PRJNA29269,518637.PRJNA29269.ABYT01000017,0
518637.PRJNA29269,518637.PRJNA29269.ABYT01000016,7094
518637.PRJNA29269,518637.PRJNA29269.ABYT01000015,15430
518637.PRJNA29269,518637.PRJNA29269.ABYT01000014,25518
518637.PRJNA29269,518637.PRJNA29269.ABYT01000013,39120
518637.PRJNA29269,518637.PRJNA29269.ABYT01000012,60357
518637.PRJNA29269,518637.PRJNA29269.ABYT01000011,66788
518637.PRJNA29269,518637.PRJNA29269.ABYT01000010,113159
518637.PRJNA29269,518637.PRJNA29269.ABYT01000019,127476
518637.PRJNA29269,518637.PRJNA29269.ABYT01000018,136135
518637.PRJNA29269,518637.PRJNA29269.ABYT01000138,137394
518637.PRJNA29269,518637.PRJNA29269.ABYT01000139,138174
518637.PRJNA29269,518637.PRJNA29269.ABYT01000120,140630
518637.PRJNA29269,518637.PRJNA29269.ABYT01000127,142648
518637.PRJNA29269,518637.PRJNA29269.ABYT01000124,183386
518637.PRJNA29269,518637.PRJNA29269.ABYT01000008,185249
518637.PRJNA29269,518637.PRJNA29269.ABYT01000009,190347
518637.PRJNA29269,518637.PRJNA29269.ABYT01000145,192062
518637.PRJNA29269,518637.PRJNA29269.ABYT01000146,192912
518637.PRJNA29269,518637.PRJNA29269.ABYT01000101,193491
518637.PRJNA29269,518637.PRJNA29269.ABYT01000100,216770
518637.PRJNA29269,518637.PRJNA29269.ABYT01000103,249028
518637.PRJNA29269,518637.PRJNA29269.ABYT01000102,251555
518637.PRJNA29269,518637.PRJNA29269.ABYT01000105,258432
518637.PRJNA29269,518637.PRJNA29269.ABYT01000104,267295
518637.PRJNA29269,518637.PRJNA29269.ABYT01000107,278040
518637.PRJNA29269,518637.PRJNA29269.ABYT01000106,282795
518637.PRJNA29269,518637.PRJNA29269.ABYT01000109,306003
518637.PRJNA29269,518637.PRJNA29269.ABYT01000108,383031
518637.PRJNA29269,518637.PRJNA29269.ABYT01000023,411016
518637.PRJNA29269,518637.PRJNA29269.ABYT01000097,412861
518637.PRJNA29269,518637.PRJNA29269.ABYT01000096,444685
518637.PRJNA29269,518637.PRJNA29269.ABYT01000095,489638
518637.PRJNA29269,518637.PRJNA29269.ABYT01000094,493073
518637.PRJNA29269,518637.PRJNA29269.ABYT01000093,498786
518637.PRJNA29269,518637.PRJNA29269.ABYT01000092,534625
518637.PRJNA29269,518637.PRJNA29269.ABYT01000091,607149
518637.PRJNA29269,518637.PRJNA29269.ABYT01000090,612560
518637.PRJNA29269,518637.PRJNA29269.ABYT01000112,629599
518637.PRJNA29269,518637.PRJNA29269.ABYT01000113,641971
518637.PRJNA29269,518637.PRJNA29269.ABYT01000110,665079
518637.PRJNA29269,518637.PRJNA29269.ABYT01000111,667382
518637.PRJNA29269,518637.PRJNA29269.ABYT01000116,693308
518637.PRJNA29269,518637.PRJNA29269.ABYT01000117,702895
518637.PRJNA29269,518637.PRJNA29269.ABYT01000114,709468
518637.PRJNA29269,518637.PRJNA29269.ABYT01000115,755877
518637.PRJNA29269,518637.PRJNA29269.ABYT01000118,756605
518637.PRJNA29269,518637.PRJNA29269.ABYT01000119,758968
518637.PRJNA29269,518637.PRJNA29269.ABYT01000149,760430
518637.PRJNA29269,518637.PRJNA29269.ABYT01000148,762007
518637.PRJNA29269,518637.PRJNA29269.ABYT01000147,762920
518637.PRJNA29269,518637.PRJNA29269.ABYT01000141,763855
518637.PRJNA29269,518637.PRJNA29269.ABYT01000140,765531
518637.PRJNA29269,518637.PRJNA29269.ABYT01000143,766311
518637.PRJNA29269,518637.PRJNA29269.ABYT01000142,767930
518637.PRJNA29269,518637.PRJNA29269.ABYT01000028,769730
518637.PRJNA29269,518637.PRJNA29269.ABYT01000029,821551
518637.PRJNA29269,518637.PRJNA29269.ABYT01000080,823793
518637.PRJNA29269,518637.PRJNA29269.ABYT01000081,852230
518637.PRJNA29269,518637.PRJNA29269.ABYT01000082,875834
518637.PRJNA29269,518637.PRJNA29269.ABYT01000083,882137
518637.PRJNA29269,518637.PRJNA29269.ABYT01000084,894772
518637.PRJNA29269,518637.PRJNA29269.ABYT01000085,897579
518637.PRJNA29269,518637.PRJNA29269.ABYT01000086,904847
518637.PRJNA29269,518637.PRJNA29269.ABYT01000087,958635
518637.PRJNA29269,518637.PRJNA29269.ABYT01000088,963942
518637.PRJNA29269,518637.PRJNA29269.ABYT01000089,964626
518637.PRJNA29269,518637.PRJNA29269.ABYT01000048,967842
518637.PRJNA29269,518637.PRJNA29269.ABYT01000049,1074048
518637.PRJNA29269,518637.PRJNA29269.ABYT01000046,1092326
518637.PRJNA29269,518637.PRJNA29269.ABYT01000047,1094434
518637.PRJNA29269,518637.PRJNA29269.ABYT01000161,1095694
518637.PRJNA29269,518637.PRJNA29269.ABYT01000160,1096339
518637.PRJNA29269,518637.PRJNA29269.ABYT01000056,1096898
518637.PRJNA29269,518637.PRJNA29269.ABYT01000026,1109611
518637.PRJNA29269,518637.PRJNA29269.ABYT01000027,1133151
518637.PRJNA29269,518637.PRJNA29269.ABYT01000024,1163021
518637.PRJNA29269,518637.PRJNA29269.ABYT01000025,1187605
518637.PRJNA29269,518637.PRJNA29269.ABYT01000020,1197329
518637.PRJNA29269,518637.PRJNA29269.ABYT01000021,1219283
518637.PRJNA29269,518637.PRJNA29269.ABYT01000063,1253879
518637.PRJNA29269,518637.PRJNA29269.ABYT01000060,1289862
518637.PRJNA29269,518637.PRJNA29269.ABYT01000061,1308337
518637.PRJNA29269,518637.PRJNA29269.ABYT01000066,1323615
518637.PRJNA29269,518637.PRJNA29269.ABYT01000064,1331281
518637.PRJNA29269,518637.PRJNA29269.ABYT01000068,1356841
518637.PRJNA29269,518637.PRJNA29269.ABYT01000135,1408271
518637.PRJNA29269,518637.PRJNA29269.ABYT01000136,1409857
518637.PRJNA29269,518637.PRJNA29269.ABYT01000132,1410568
518637.PRJNA29269,518637.PRJNA29269.ABYT01000133,1449116
518637.PRJNA29269,518637.PRJNA29269.ABYT01000098,1495466
518637.PRJNA29269,518637.PRJNA29269.ABYT01000067,1522893
518637.PRJNA29269,518637.PRJNA29269.ABYT01000065,1548640
518637.PRJNA29269,518637.PRJNA29269.ABYT01000069,1554119
518637.PRJNA29269,518637.PRJNA29269.ABYT01000134,1556782
518637.PRJNA29269,518637.PRJNA29269.ABYT01000130,1557467
518637.PRJNA29269,518637.PRJNA29269.ABYT01000001,1561138
518637.PRJNA29269,518637.PRJNA29269.ABYT01000003,1562333
518637.PRJNA29269,518637.PRJNA29269.ABYT01000006,1563305
518637.PRJNA29269,518637.PRJNA29269.ABYT01000007,1584719
518637.PRJNA29269,518637.PRJNA29269.ABYT01000062,1599199
518637.PRJNA29269,518637.PRJNA29269.ABYT01000073,1617534
518637.PRJNA29269,518637.PRJNA29269.ABYT01000053,1623500
518637.PRJNA29269,518637.PRJNA29269.ABYT01000052,1656162
518637.PRJNA29269,518637.PRJNA29269.ABYT01000051,1677926
518637.PRJNA29269,518637.PRJNA29269.ABYT01000050,1706836
518637.PRJNA29269,518637.PRJNA29269.ABYT01000055,1713748
518637.PRJNA29269,518637.PRJNA29269.ABYT01000054,1716731
518637.PRJNA29269,518637.PRJNA29269.ABYT01000156,1717710
518637.PRJNA29269,518637.PRJNA29269.ABYT01000157,1719273
518637.PRJNA29269,518637.PRJNA29269.ABYT01000154,1721179
518637.PRJNA29269,518637.PRJNA29269.ABYT01000155,1723173
518637.PRJNA29269,518637.PRJNA29269.ABYT01000150,1723833
518637.PRJNA29269,518637.PRJNA29269.ABYT01000151,1724574
518637.PRJNA29269,518637.PRJNA29269.ABYT01000038,1726653
518637.PRJNA29269,518637.PRJNA29269.ABYT01000035,1730286
518637.PRJNA29269,518637.PRJNA29269.ABYT01000034,1783933
518637.PRJNA29269,518637.PRJNA29269.ABYT01000031,1790353
518637.PRJNA29269,518637.PRJNA29269.ABYT01000131,1794546
518637.PRJNA29269,518637.PRJNA29269.ABYT01000039,1795311
518637.PRJNA29269,518637.PRJNA29269.ABYT01000037,1809963
518637.PRJNA29269,518637.PRJNA29269.ABYT01000036,1812203
518637.PRJNA29269,518637.PRJNA29269.ABYT01000030,1840495
518637.PRJNA29269,518637.PRJNA29269.ABYT01000033,1848749
518637.PRJNA29269,518637.PRJNA29269.ABYT01000032,1891772
518637.PRJNA29269,518637.PRJNA29269.ABYT01000099,1897532
518637.PRJNA29269,518637.PRJNA29269.ABYT01000044,1927879
518637.PRJNA29269,518637.PRJNA29269.ABYT01000045,1929361
518637.PRJNA29269,518637.PRJNA29269.ABYT01000040,1944951
518637.PRJNA29269,518637.PRJNA29269.ABYT01000041,1959277
518637.PRJNA29269,518637.PRJNA29269.ABYT01000042,1962620
518637.PRJNA29269,518637.PRJNA29269.ABYT01000043,1966806
518637.PRJNA29269,518637.PRJNA29269.ABYT01000144,1977431
518637.PRJNA29269,518637.PRJNA29269.ABYT01000059,1980052
518637.PRJNA29269,518637.PRJNA29269.ABYT01000058,1981041
