ori_id	asm_id	refseq	hit	gn:kegg	ori_pos	fname	genome_len
ORI10030103	GCF_000013685.1	NC_007958.1	REFSEQ	T00345	494349	GCF_000013685.1_ASM1368v1_genomic.gff.gz	4892717
ORI10040057	GCF_000013405.1	NC_007759.1	REFSEQ	T00346	1529	GCF_000013405.1_ASM1340v1_genomic.gff.gz	3179300
ORI10010191	GCF_000055785.1	NC_007963.1	REFSEQ	T00347	3696504	GCF_000055785.1_ASM5578v1_genomic.gff.gz	3696649
ORI10030104	GCF_000013885.1	NC_007964.1	REFSEQ	T00348	120081	GCF_000013885.1_ASM1388v1_genomic.gff.gz	4406967
ORI20040064	GCF_000013185.1	NC_007984.1	REFSEQ	T00349	147837	GCF_000013185.1_ASM1318v1_genomic.gff.gz	686194
ORI20010192	GCF_000013905.1	NC_007969.1	REFSEQ	T00350	709	GCF_000013905.1_ASM1390v1_genomic.gff.gz	3059876
ORI20030105	GCF_000196015.1	NC_007973.1	REFSEQ	T00351	3835600	GCF_000196015.1_ASM19601v1_genomic.gff.gz	3928089
ORI20010193	GCF_000014005.1	NC_008009.1	REFSEQ	T00352	1419	GCF_000014005.1_ASM1400v1_genomic.gff.gz	5650368
ORI20010202	GCF_000196275.1	NC_008025.1	REFSEQ	T00353	1635	GCF_000196275.1_ASM19627v1_genomic.gff.gz	2467205
ORI20020029	GCF_000055945.1	NC_008011.1	REFSEQ	T00354	983356	GCF_000055945.1_ASM5594v1_genomic.gff.gz	1457619
ORI20010197	GCF_000013505.1	NC_008022.1	REFSEQ	T00355	1928222	GCF_000013505.1_ASM1350v1_genomic.gff.gz	1928252
ORI20010201	GCF_000013545.1	NC_008024.1	REFSEQ	T00356	1937081	GCF_000013545.1_ASM1354v1_genomic.gff.gz	1937111
ORI20010199	GCF_000013525.1	NC_008023.1	REFSEQ	T00357	1860325	GCF_000013525.1_ASM1352v1_genomic.gff.gz	1860355
ORI20010195	GCF_000013485.1	NC_008021.1	REFSEQ	T00358	1836437	GCF_000013485.1_ASM1348v1_genomic.gff.gz	1836467
ORI10040054	GCF_000010025.1	NC_007705.1	REFSEQ	T00360	1370	GCF_000010025.1_ASM1002v1_genomic.gff.gz	4940217
ORI20040065	GCF_000013985.1	NC_008048.1	REFSEQ	T00361	1535	GCF_000013985.1_ASM1398v1_genomic.gff.gz	3345170
ORI20010203	GCF_000026105.1	NC_008027.1	REFSEQ	T00362	5888750	GCF_000026105.1_ASM2610v1_genomic.gff.gz	5888780
ORI20030110	GCF_000014085.1	NC_008062.1	REFSEQ	T00363	380223	GCF_000014085.1_ASM1408v1_genomic.gff.gz	1196094
ORI20010204	GCF_000056065.1	NC_008054.1	REFSEQ	T00364	1864846	GCF_000056065.1_ASM5606v1_genomic.gff.gz	1864998
ORI92210206	GCF_000012685.1	NC_008095.1	REFSEQ	T00366	9139603	GCF_000012685.1_ASM1268v1_genomic.gff.gz	9139763
ORI20040066	GCF_000014165.1	NC_008146.1	REFSEQ	T00367	1508	GCF_000014165.1_ASM1416v1_genomic.gff.gz	5705448
ORI20010207	GCF_000014185.1	NC_008148.1	REFSEQ	T00368	1355	GCF_000014185.1_ASM1418v1_genomic.gff.gz	3225748
ORI20020031	GCF_000013825.1	NC_008150.1	REFSEQ	T00369	4702179	GCF_000013825.1_ASM1382v1_genomic.gff.gz	4702289
ORI20020030	GCF_000013805.1	NC_008149.1	REFSEQ	T00370	4534480	GCF_000013805.1_ASM1380v1_genomic.gff.gz	4534590
ORI30010208	GCF_000009305.1	NC_008229.1	REFSEQ	T00371	1553787	GCF_000009305.1_ASM930v1_genomic.gff.gz	1553927
ORI30020032	GCF_000014225.1	NC_008228.1	REFSEQ	T00372	5178859	GCF_000014225.1_ASM1422v1_genomic.gff.gz	5187005
ORI30020033	GCF_000013305.1	NC_008253.1	REFSEQ	T00373	4109423	GCF_000013305.1_ASM1330v1_genomic.gff.gz	4938920
ORI30030112	GCF_000014245.1	NC_008254.1	REFSEQ	T00374	3754957	GCF_000014245.1_ASM1424v1_genomic.gff.gz	4412446
ORI30030111	GCF_000014045.1	NC_008209.1	REFSEQ	T00376	427045	GCF_000014045.1_ASM1404v1_genomic.gff.gz	4133097
ORI30020034	GCF_000013585.1	NC_008258.1	REFSEQ	T00377	3858219	GCF_000013585.1_ASM1358v1_genomic.gff.gz	4574284
ORI30010212	GCF_000013285.1	NC_008261.1	REFSEQ	T00378	3256064	GCF_000013285.1_ASM1328v1_genomic.gff.gz	3256683
ORI30010210	GCF_000009365.1	NC_008260.1	REFSEQ	T00380	3119635	GCF_000009365.1_ASM936v1_genomic.gff.gz	3120143
ORI30010209	GCF_000009325.1	NC_008245.1	REFSEQ	T00381	1892184	GCF_000009325.1_ASM932v1_genomic.gff.gz	1892616
ORI30010215	GCF_000014565.1	NC_008268.1	REFSEQ	T00382	3871702	GCF_000014565.1_ASM1456v1_genomic.gff.gz	7804765
ORI30040067	GCF_000165595.2	NC_008277.1	REFSEQ	T00383	461927	GCF_000165595.2_ASM16559v2_genomic.gff.gz	905394
ORI30010216	GCF_000058485.1	NC_008278.1	REFSEQ	T00384	2029	GCF_000058485.1_ASM5848v1_genomic.gff.gz	7497934
ORI30030113	GCF_000014145.1	NC_008255.1	REFSEQ	T00385	4057683	GCF_000014145.1_ASM1414v1_genomic.gff.gz	4433218
ORI30030114	GCF_000011785.1	NC_008309.1	REFSEQ	T00386	1930470	GCF_000011785.1_ASM1178v1_genomic.gff.gz	2007700
ORI30030115	GCF_000014265.1	NC_008312.1	REFSEQ	T00387	2409	GCF_000014265.1_ASM1426v1_genomic.gff.gz	7750108
ORI30010218	GCF_000014685.1	NC_008321.1	REFSEQ	T00388	4705921	GCF_000014685.1_ASM1468v1_genomic.gff.gz	4706287
ORI30010219	GCF_000014665.1	NC_008322.1	REFSEQ	T00389	4792246	GCF_000014665.1_ASM1466v1_genomic.gff.gz	4792610
ORI30030116	GCF_000014585.1	NC_008319.1	REFSEQ	T00390	2606632	GCF_000014585.1_ASM1458v1_genomic.gff.gz	2606748
ORI30010220	GCF_000014785.1	NC_008340.1	REFSEQ	T00391	1431	GCF_000014785.1_ASM1478v1_genomic.gff.gz	3275944
ORI30040069	GCF_000014765.1	NC_008344.1	REFSEQ	T00393	1415	GCF_000014765.1_ASM1476v1_genomic.gff.gz	2661057
ORI30040071	GCF_000014745.1	NC_008347.1	REFSEQ	T00394	3256590	GCF_000014745.1_ASM1474v1_genomic.gff.gz	3368780
ORI30010221	GCF_000014705.1	NC_008345.1	REFSEQ	T00395	4844835	GCF_000014705.1_ASM1470v1_genomic.gff.gz	4845257
ORI30040070	GCF_000014725.1	NC_008346.1	REFSEQ	T00396	2935971	GCF_000014725.1_ASM1472v1_genomic.gff.gz	2936195
ORI10030118	GCF_000013025.1	NC_008358.1	REFSEQ	T00397	3704938	GCF_000013025.1_ASM1302v1_genomic.gff.gz	3705021
ORI40030121	GCF_000203915.1	NC_008392.1	REFSEQ	T00398	548329	GCF_000203915.1_ASM20391v1_genomic.gff.gz	1281472
ORI30010222	GCF_000014605.1	NC_008369.1	REFSEQ	T00399	1895243	GCF_000014605.1_ASM1460v1_genomic.gff.gz	1895727
ORI40040073	GCF_000014825.1	NC_008435.1	REFSEQ	T00400	424516	GCF_000014825.1_ASM1482v1_genomic.gff.gz	5505494
ORI40010223	GCF_000014625.1	NC_008463.1	REFSEQ	T00401	6537457	GCF_000014625.1_ASM1462v1_genomic.gff.gz	6537648
ORI40030119	GCF_000009265.1	NC_008380.1	REFSEQ	T00402	73	GCF_000009265.1_ASM926v1_genomic.gff.gz	5057142
ORI40040075	GCF_000013965.1	NC_008511.1	REFSEQ	T00404	299664	GCF_000013965.1_ASM1396v1_genomic.gff.gz	299762
ORI40040074	GCF_000013945.1	NC_008509.1	REFSEQ	T00405	317238	GCF_000013945.1_ASM1394v1_genomic.gff.gz	317336
ORI40010225	GCF_000014465.1	NC_008497.1	REFSEQ	T00406	2290796	GCF_000014465.1_ASM1446v1_genomic.gff.gz	2291220
ORI40010230	GCF_000014525.1	NC_008526.1	REFSEQ	T00407	2894537	GCF_000014525.1_ASM1452v1_genomic.gff.gz	2895264
ORI97017018	GCF_000014385.1	NC_008528.1	ASM	T00408	1780070	GCF_000014385.1_ASM1438v1_genomic.gff.gz	1780517
ORI40010228	GCF_000014505.1	NC_008525.1	REFSEQ	T00409	1831907	GCF_000014505.1_ASM1450v1_genomic.gff.gz	1832387
ORI40010235	GCF_000014425.1	NC_008530.1	REFSEQ	T00410	1894033	GCF_000014425.1_ASM1442v1_genomic.gff.gz	1894360
ORI40010236	GCF_000014445.1	NC_008531.1	REFSEQ	T00411	2037788	GCF_000014445.1_ASM1444v1_genomic.gff.gz	2038396
ORI40010241	GCF_000014905.1	NC_008536.1	REFSEQ	T00412	9965380	GCF_000014905.1_ASM1490v1_genomic.gff.gz	9965640
ORI40010238	GCF_000014485.1	NC_008532.1	REFSEQ	T00414	1856231	GCF_000014485.1_ASM1448v1_genomic.gff.gz	1856368
ORI50030125	GCF_000203955.1	NC_008544.1	REFSEQ	T00415	358043	GCF_000203955.1_ASM20395v1_genomic.gff.gz	1055417
ORI50030126	GCF_000014965.1	NC_008554.1	REFSEQ	T00418	3503182	GCF_000014965.1_ASM1496v1_genomic.gff.gz	4990251
ORI40010234	GCF_000014405.1	NC_008529.1	REFSEQ	T00419	1856840	GCF_000014405.1_ASM1440v1_genomic.gff.gz	1856951
ORI40010232	GCF_000014545.1	NC_008527.1	REFSEQ	T00420	2438566	GCF_000014545.1_ASM1454v1_genomic.gff.gz	2438589
ORI50010243	GCF_000196235.1	NC_008541.1	REFSEQ	T00421	4698486	GCF_000196235.1_ASM19623v1_genomic.gff.gz	4698945
ORI50010245	GCF_000060285.1	NC_008555.1	REFSEQ	T00422	2813944	GCF_000060285.1_ASM6028v1_genomic.gff.gz	2814130
ORI50040076	GCF_000090965.1	NC_008513.1	REFSEQ	T00423	416226	GCF_000090965.1_ASM9096v1_genomic.gff.gz	416380
ORI50020037	GCF_000014805.1	NC_008570.1	REFSEQ	T00424	4729112	GCF_000014805.1_ASM1480v1_genomic.gff.gz	4744448
ORI50020036	GCF_000014845.1	NC_008563.1	REFSEQ	T00425	4219299	GCF_000014845.1_ASM1484v1_genomic.gff.gz	5082025
ORI50040080	GCF_000015025.1	NC_008578.1	REFSEQ	T00426	2443053	GCF_000015025.1_ASM1502v1_genomic.gff.gz	2443540
ORI50040081	GCF_000014865.1	NC_008576.1	REFSEQ	T00427	26702	GCF_000014865.1_ASM1486v1_genomic.gff.gz	4719581
ORI50010246	GCF_000203935.1	NC_008577.1	REFSEQ	T00428	9048	GCF_000203935.1_ASM20393v1_genomic.gff.gz	4972204
ORI60010250	GCF_000015065.1	NC_008600.1	REFSEQ	T00429	5256735	GCF_000015065.1_ASM1506v1_genomic.gff.gz	5257091
ORI60040086	GCF_000015085.1	NC_008599.1	REFSEQ	T00430	1773442	GCF_000015085.1_ASM1508v1_genomic.gff.gz	1773615
ORI60010248	GCF_000014125.1	NC_008593.1	REFSEQ	T00431	2547494	GCF_000014125.1_ASM1412v1_genomic.gff.gz	2547720
ORI60010251	GCF_000014645.1	NC_008601.1	REFSEQ	T00432	1909694	GCF_000014645.1_ASM1464v1_genomic.gff.gz	1910031
ORI60040083	GCF_000014985.1	NC_008595.1	REFSEQ	T00433	5474887	GCF_000014985.1_ASM1498v1_genomic.gff.gz	5475491
ORI60040085	GCF_000015005.1	NC_008596.1	REFSEQ	T00434	6988115	GCF_000015005.1_ASM1500v1_genomic.gff.gz	6988209
ORI60010254	GCF_000013925.1	NC_008611.1	REFSEQ	T00435	1534	GCF_000013925.1_ASM1392v2_genomic.gff.gz	5631606
ORI60010252	GCF_000015045.1	NC_008609.1	REFSEQ	T00436	4007650	GCF_000015045.1_ASM1504v1_genomic.gff.gz	4008000
ORI60010256	GCF_000010425.1	NC_008618.1	REFSEQ	T00437	2089376	GCF_000010425.1_ASM1042v1_genomic.gff.gz	2089645
ORI60010253	GCF_000015105.1	NC_008610.1	REFSEQ	T00438	1332	GCF_000015105.1_ASM1510v1_genomic.gff.gz	1160782
ORI60010257	GCF_000015125.1	NC_008639.1	REFSEQ	T00439	3133415	GCF_000015125.1_ASM1512v1_genomic.gff.gz	3133902
ORI60030128	GCF_000203895.1	NC_008687.1	REFSEQ	T00440	75059	GCF_000203895.1_ASM20389v1_genomic.gff.gz	1730097
ORI70020039	GCF_000061505.1	NC_008702.1	REFSEQ	T00441	4360410	GCF_000061505.1_ASM6150v1_genomic.gff.gz	4376040
ORI70040088	GCF_000015405.1	NC_008705.1	REFSEQ	T00442	7423	GCF_000015405.1_ASM1540v1_genomic.gff.gz	5737227
ORI70010259	GCF_000015265.1	NC_008699.1	REFSEQ	T00443	4985410	GCF_000015265.1_ASM1526v1_genomic.gff.gz	4985871
ORI70020038	GCF_000015245.1	NC_008700.1	REFSEQ	T00445	4305767	GCF_000015245.1_ASM1524v1_genomic.gff.gz	4306142
ORI70010261	GCF_000014925.1	NC_008711.1	REFSEQ	T00447	4597222	GCF_000014925.1_ASM1492v1_genomic.gff.gz	4597686
ORI70040078	GCF_000060345.1	NC_008571.1	REFSEQ	T00448	3460597	GCF_000060345.1_ASM6034v1_genomic.gff.gz	3798465
ORI70040090	GCF_000015305.1	NC_008726.1	REFSEQ	T00449	6491516	GCF_000015305.1_ASM1530v1_genomic.gff.gz	6491865
ORI70020040	GCF_000015285.1	NC_008709.1	REFSEQ	T00450	4558259	GCF_000015285.1_ASM1528v1_genomic.gff.gz	4559598
ORI70020041	GCF_000015325.1	NC_008752.1	REFSEQ	T00451	27627	GCF_000015325.1_ASM1532v1_genomic.gff.gz	5352772
ORI70040091	GCF_000015485.1	NC_008751.1	REFSEQ	T00452	11114	GCF_000015485.1_ASM1548v1_genomic.gff.gz	3462887
ORI70010263	GCF_000015185.1	NC_008750.1	REFSEQ	T00453	4708087	GCF_000015185.1_ASM1518v1_genomic.gff.gz	4708380
ORI70010262	GCF_000015365.1	NC_008740.1	REFSEQ	T00454	4326672	GCF_000015365.1_ASM1536v1_genomic.gff.gz	4326849
ORI70020042	GCF_000015545.1	NC_008782.1	REFSEQ	T00455	6234	GCF_000015545.1_ASM1554v1_genomic.gff.gz	4448856
ORI70030130	GCF_000015445.1	NC_008783.1	REFSEQ	T00456	8786	GCF_000015445.1_ASM1544v1_genomic.gff.gz	1445021
ORI70030131	GCF_000015465.1	NC_008784.1	REFSEQ	T00457	1158665	GCF_000015465.1_ASM1546v1_genomic.gff.gz	1734922
ORI70030129	GCF_000009465.1	NC_008767.1	REFSEQ	T00458	2166883	GCF_000009465.1_ASM946v1_genomic.gff.gz	2194961
ORI70010265	GCF_000015505.1	NC_008781.1	REFSEQ	T00459	4404248	GCF_000015505.1_ASM1550v1_genomic.gff.gz	4410291
ORI70040092	GCF_000015565.1	NC_008786.1	REFSEQ	T00460	5566733	GCF_000015565.1_ASM1556v1_genomic.gff.gz	5566749
ORI70010266	GCF_000015525.1	NC_008787.1	REFSEQ	T00461	1324	GCF_000015525.1_ASM1552v1_genomic.gff.gz	1616554
ORI70010267	GCF_000015585.1	NC_008789.1	REFSEQ	T00462	1333355	GCF_000015585.1_ASM1558v1_genomic.gff.gz	2678452
ORI70040094	GCF_000009445.1	NC_008769.1	REFSEQ	T00463	31192	GCF_000009445.1_ASM944v1_genomic.gff.gz	4374522
ORI80030133	GCF_000015645.1	NC_008816.1	REFSEQ	T00464	1669719	GCF_000015645.1_ASM1564v1_genomic.gff.gz	1669886
ORI80030134	GCF_000015665.1	NC_008817.1	REFSEQ	T00465	1704005	GCF_000015665.1_ASM1566v1_genomic.gff.gz	1704176
ORI80030135	GCF_000015685.1	NC_008819.1	REFSEQ	T00467	1864544	GCF_000015685.1_ASM1568v1_genomic.gff.gz	1864731
ORI80020043	GCF_000009345.1	NC_008800.1	REFSEQ	T00469	4615789	GCF_000009345.1_ASM934v1_genomic.gff.gz	4615899
ORI80040096	GCF_000015725.1	NC_008825.1	REFSEQ	T00470	4044058	GCF_000015725.1_ASM1572v1_genomic.gff.gz	4044195
ORI80030137	GCF_000015605.1	NC_008835.1	REFSEQ	T00471	1488203	GCF_000015605.1_ASM1560v1_genomic.gff.gz	2284095
ORI80010271	GCF_000014205.1	NC_009009.1	REFSEQ	T00473	1	GCF_000014205.1_ASM1420v1_genomic.gff.gz	2388435
ORI80010272	GCF_000015865.1	NC_009012.1	REFSEQ	T00474	2833588	GCF_000015865.1_ASM1586v1_genomic.gff.gz	3843301
ORI80010269	GCF_000009425.1	NC_009004.1	REFSEQ	T00475	2529177	GCF_000009425.1_ASM942v1_genomic.gff.gz	2529478
ORI80030140	GCF_000015885.1	NC_009053.1	REFSEQ	T00476	1883252	GCF_000015885.1_ASM1588v1_genomic.gff.gz	2274482
ORI80010273	GCF_000015845.1	NC_009052.1	REFSEQ	T00478	5126971	GCF_000015845.1_ASM1584v1_genomic.gff.gz	5127376
ORI80030145	GCF_000015625.1	NC_009079.1	REFSEQ	T00479	2345581	GCF_000015625.1_ASM1562v1_genomic.gff.gz	2352693
ORI80030143	GCF_000015925.1	NC_009076.1	REFSEQ	T00480	2376	GCF_000015925.1_ASM1592v1_genomic.gff.gz	3988455
ORI80030141	GCF_000015905.1	NC_009074.1	REFSEQ	T00481	2376	GCF_000015905.1_ASM1590v1_genomic.gff.gz	3912947
ORI80040098	GCF_000016005.1	NC_009077.1	REFSEQ	T00482	1740	GCF_000016005.1_ASM1600v1_genomic.gff.gz	6048425
ORI80030139	GCF_000015985.1	NC_009050.1	REFSEQ	T00484	575400	GCF_000015985.1_ASM1598v1_genomic.gff.gz	1219053
ORI80010274	GCF_000009205.2	NC_009089.1	REFSEQ	T00487	4289595	GCF_000009205.2_ASM920v2_genomic.gff.gz	4290252
ORI80030147	GCF_000015965.1	NC_009091.1	REFSEQ	T00488	1641712	GCF_000015965.1_ASM1596v1_genomic.gff.gz	1641879
ORI80010275	GCF_000016065.1	NC_009092.1	REFSEQ	T00489	4602263	GCF_000016065.1_ASM1606v1_genomic.gff.gz	4602594
ORI90010276	GCF_000026125.1	NC_009138.1	REFSEQ	T00490	1661	GCF_000026125.1_ASM2612v1_genomic.gff.gz	3424307
ORI90010277	GCF_000062885.1	NC_009142.1	REFSEQ	T00492	1780	GCF_000062885.1_ASM6288v1_genomic.gff.gz	8212805
ORI90010279	GCF_000016165.1	NC_009253.1	REFSEQ	T00494	3608086	GCF_000016165.1_ASM1616v1_genomic.gff.gz	3608104
ORI90010280	GCF_000016105.1	NC_009257.1	REFSEQ	T00495	1898041	GCF_000016105.1_ASM1610v1_genomic.gff.gz	1898476
ORI90010282	GCF_000015745.1	NC_009328.1	REFSEQ	T00496	3550053	GCF_000015745.1_ASM1574v1_genomic.gff.gz	3550319
ORI90010284	GCF_000009385.1	NC_009332.1	REFSEQ	T00497	1841271	GCF_000009385.1_ASM938v1_genomic.gff.gz	1841271
ORI90010285	GCF_000016085.1	NC_009337.1	REFSEQ	T00499	1966448	GCF_000016085.1_ASM1608v1_genomic.gff.gz	1966858
ORI90010288	GCF_000196395.1	NC_009348.1	REFSEQ	T00500	4667292	GCF_000196395.1_ASM19639v1_genomic.gff.gz	4702402
ORI90010286	GCF_000010225.1	NC_009342.1	REFSEQ	T00501	3313333	GCF_000010225.1_ASM1022v1_genomic.gff.gz	3314179
ORI90010290	GCF_000016345.1	NC_009379.1	REFSEQ	T00502	2159301	GCF_000016345.1_ASM1634v1_genomic.gff.gz	2159490
ORI90020044	GCF_000016425.1	NC_009380.1	REFSEQ	T00504	5176409	GCF_000016425.1_ASM1642v1_genomic.gff.gz	5183331
ORI90020045	GCF_000016445.1	NC_009381.1	REFSEQ	T00505	4483111	GCF_000016445.1_ASM1644v1_genomic.gff.gz	4517345
ORI90010293	GCF_000016545.1	NC_009437.1	REFSEQ	T00506	2970163	GCF_000016545.1_ASM1654v1_genomic.gff.gz	2970275
ORI90020046	GCF_000016325.1	NC_009436.1	REFSEQ	T00507	4487049	GCF_000016325.1_ASM1632v1_genomic.gff.gz	4518712
ORI90030151	GCF_000016645.1	NC_009441.1	REFSEQ	T00508	1144647	GCF_000016645.1_ASM1664v1_genomic.gff.gz	6096872
ORI90010295	GCF_000016565.1	NC_009439.1	REFSEQ	T00510	5072365	GCF_000016565.1_ASM1656v1_genomic.gff.gz	5072807
ORI90010291	GCF_000013785.1	NC_009434.1	REFSEQ	T00511	4567376	GCF_000013785.1_ASM1378v1_genomic.gff.gz	4567418
ORI90030150	GCF_000016405.1	NC_009428.1	REFSEQ	T00512	2711975	GCF_000016405.1_ASM1640v1_genomic.gff.gz	3217726
ORI90010294	GCF_000016585.1	NC_009438.1	REFSEQ	T00513	4658924	GCF_000016585.1_ASM1658v1_genomic.gff.gz	4659220
ORI90030152	GCF_000026145.1	NC_009445.1	REFSEQ	T00516	209868	GCF_000026145.1_ASM2614v1_genomic.gff.gz	7456587
ORI90010300	GCF_000015345.1	NC_009446.1	REFSEQ	T00517	1459	GCF_000015345.1_ASM1534v1_genomic.gff.gz	1389350
ORI90010302	GCF_000016705.1	NC_009455.1	REFSEQ	T00518	1580	GCF_000016705.1_ASM1670v1_genomic.gff.gz	1341892
ORI90030153	GCF_000016245.1	NC_009456.1	REFSEQ	T00520	151587	GCF_000016245.1_ASM1624v1_genomic.gff.gz	1108250
ORI90040105	GCF_000016745.1	NC_009483.1	REFSEQ	T00521	5136128	GCF_000016745.1_ASM1674v1_genomic.gff.gz	5136364
ORI90010305	GCF_000016805.1	NC_009487.1	REFSEQ	T00522	2906284	GCF_000016805.1_ASM1680v1_genomic.gff.gz	2906700
ORI90040103	GCF_000063525.1	NC_009482.1	REFSEQ	T00523	2224740	GCF_000063525.1_ASM6352v1_genomic.gff.gz	2224914
ORI90040102	GCF_000063505.1	NC_009481.1	REFSEQ	T00524	2366676	GCF_000063505.1_ASM6350v1_genomic.gff.gz	2366980
ORI90030156	GCF_000016785.1	NC_009486.1	REFSEQ	T00525	786686	GCF_000016785.1_ASM1678v1_genomic.gff.gz	1823511
ORI90030154	GCF_000016725.1	NC_009484.1	REFSEQ	T00527	2731995	GCF_000016725.1_ASM1672v1_genomic.gff.gz	3389227
ORI90030155	GCF_000015165.1	NC_009485.1	REFSEQ	T00528	169257	GCF_000015165.1_ASM1516v1_genomic.gff.gz	8264687
ORI90010303	GCF_000063485.1	NC_009480.1	REFSEQ	T00529	1435	GCF_000063485.1_ASM6348v1_genomic.gff.gz	3297891
ORI90040101	GCF_000010405.1	NC_009465.1	REFSEQ	T00530	1294	GCF_000010405.1_ASM1040v1_genomic.gff.gz	1022154
ORI90030157	GCF_000063545.1	NC_009488.1	REFSEQ	T00531	996058	GCF_000063545.1_ASM6354v1_genomic.gff.gz	2127051
ORI90010308	GCF_000063585.1	NC_009495.1	REFSEQ	T00533	3886362	GCF_000063585.1_ASM6358v1_genomic.gff.gz	3886916
ORI90040106	GCF_000016845.1	NC_009504.1	REFSEQ	T00534	1164007	GCF_000016845.1_ASM1684v1_genomic.gff.gz	1164220
ORI90010312	GCF_000016825.1	NC_009513.1	REFSEQ	T00535	1999504	GCF_000016825.1_ASM1682v1_genomic.gff.gz	1999618
ORI90010309	GCF_000063605.1	NC_009497.1	REFSEQ	T00536	877259	GCF_000063605.1_ASM6360v1_genomic.gff.gz	877438
ORI90010310	GCF_000016865.1	NC_009512.1	REFSEQ	T00537	5959606	GCF_000016865.1_ASM1686v1_genomic.gff.gz	5959964
ORI90030159	GCF_000016765.1	NC_009511.1	REFSEQ	T00538	3115711	GCF_000016765.1_ASM1676v1_genomic.gff.gz	5382261
ORI90040108	GCF_000016145.1	NC_009525.1	REFSEQ	T00540	4419375	GCF_000016145.1_ASM1614v1_genomic.gff.gz	4419977
ORI90010314	GCF_000016885.1	NC_009524.1	REFSEQ	T00541	194	GCF_000016885.1_ASM1688v1_genomic.gff.gz	2978976
ORI90010313	GCF_000016665.1	NC_009523.1	REFSEQ	T00542	5801567	GCF_000016665.1_ASM1666v1_genomic.gff.gz	5801598
ORI92030160	GCF_000016465.1	NC_009566.1	REFSEQ	T00543	11048	GCF_000016465.1_ASM1646v1_genomic.gff.gz	1813033
ORI92040110	GCF_000016925.1	NC_009565.1	REFSEQ	T00545	4423934	GCF_000016925.1_ASM1692v1_genomic.gff.gz	4424435
ORI92040111	GCF_000012825.1	NC_009614.1	REFSEQ	T00546	1633790	GCF_000012825.1_ASM1282v1_genomic.gff.gz	5163189
ORI92010317	GCF_000016965.1	NC_009617.1	REFSEQ	T00547	6000414	GCF_000016965.1_ASM1696v1_genomic.gff.gz	6000632
ORI92040112	GCF_000012845.1	NC_009615.1	REFSEQ	T00549	3549660	GCF_000012845.1_ASM1284v1_genomic.gff.gz	4811379
ORI92340113	GCF_000016905.1	NC_009616.1	REFSEQ	T00550	1915129	GCF_000016905.1_ASM1690v1_genomic.gff.gz	1915238
ORI92010321	GCF_000016985.1	NC_009633.1	REFSEQ	T00551	4928949	GCF_000016985.1_ASM1698v1_genomic.gff.gz	4929566
ORI92030162	GCF_000017145.1	NC_009636.1	REFSEQ	T00555	3384608	GCF_000017145.1_ASM1714v1_genomic.gff.gz	3781904
ORI92010319	GCF_000017125.1	NC_009632.1	REFSEQ	T00556	2906418	GCF_000017125.1_ASM1712v1_genomic.gff.gz	2906507
ORI92010323	GCF_000010465.1	NC_009641.1	REFSEQ	T00557	2878684	GCF_000010465.1_ASM1046v1_genomic.gff.gz	2878897
ORI92030163	GCF_000017245.1	NC_009655.1	REFSEQ	T00558	379950	GCF_000017245.1_ASM1724v1_genomic.gff.gz	2319663
ORI92040115	GCF_000017505.1	NC_009675.1	REFSEQ	T00559	1431	GCF_000017505.1_ASM1750v1_genomic.gff.gz	5277990
ORI92010332	GCF_000017425.1	NC_009674.1	REFSEQ	T00560	4086981	GCF_000017425.1_ASM1742v1_genomic.gff.gz	4087024
ORI92030164	GCF_000013625.1	NC_009659.1	REFSEQ	T00561	4003841	GCF_000013625.1_ASM1362v1_genomic.gff.gz	4110251
ORI92010338	GCF_000017065.1	NC_009699.1	REFSEQ	T00563	3994834	GCF_000017065.1_ASM1706v1_genomic.gff.gz	3995387
ORI92010340	GCF_000016505.1	NC_009706.1	REFSEQ	T00564	3964006	GCF_000016505.1_ASM1650v1_genomic.gff.gz	3964618
ORI92010326	GCF_000010325.1	NC_009662.1	REFSEQ	T00565	1877858	GCF_000010325.1_ASM1032v1_genomic.gff.gz	1877931
ORI92020049	GCF_000016305.1	NC_009648.1	REFSEQ	T00566	4542551	GCF_000016305.1_ASM1630v1_genomic.gff.gz	5315120
ORI92010324	GCF_000017285.1	NC_009654.1	REFSEQ	T00567	5100094	GCF_000017285.1_ASM1728v1_genomic.gff.gz	5100344
ORI92040114	GCF_000017405.1	NC_009668.1	REFSEQ	T00568	1892065	GCF_000017405.1_ASM1740v1_genomic.gff.gz	1895911
ORI92010325	GCF_000017205.1	NC_009656.1	REFSEQ	T00569	6588296	GCF_000017205.1_ASM1720v1_genomic.gff.gz	6588339
ORI92020050	GCF_000016945.1	NC_009708.1	REFSEQ	T00570	4722947	GCF_000016945.1_ASM1694v1_genomic.gff.gz	4723306
ORI92010329	GCF_000017325.1	NC_009665.1	REFSEQ	T00571	5229622	GCF_000017325.1_ASM1732v1_genomic.gff.gz	5229686
ORI92010327	GCF_000010345.1	NC_009663.1	REFSEQ	T00572	2562199	GCF_000010345.1_ASM1034v1_genomic.gff.gz	2562277
ORI92010341	GCF_000017485.1	NC_009707.1	REFSEQ	T00573	1324	GCF_000017485.1_ASM1748v1_genomic.gff.gz	1845106
ORI92010334	GCF_000017025.1	NC_009697.1	REFSEQ	T00574	3862896	GCF_000017025.1_ASM1702v1_genomic.gff.gz	3863450
